date,time,pump,capacity,anomaly,type,vib1_x,vib1_y,vib1_z,vib2_x,vib2_y,vib2_z,amp1,amp2,mic1,mic2
19/07/21,11:09:30,big,50,anomaly1,1,3.89809303,3.574759361,2.902379177,0.37,0.391594574,0.411594574,0.191234935,2.176404729,81.43275066,84.12932836
19/07/21,11:10:00,big,50,anomaly1,1,4.512103062,4.081083738,2.966258052,0.470677595,0.373220401,0.426779599,0.180407895,2.171299049,84.38034625,82.56969717
19/07/21,11:10:30,big,50,anomaly1,1,3.823493048,3.392815921,2.485210614,0.448472925,0.361694585,0.438305415,0.19670653,2.151188806,84.20531685,81.57438276
19/07/21,11:11:00,big,50,anomaly1,1,4.602059919,4.359039676,3.450341701,0.398878675,0.37644853,0.431775735,0.196831641,2.178708734,81.44586071,81
19/07/21,11:11:30,big,50,anomaly1,1,3.421440893,3.380533886,2.612353631,0.364794474,0.363196316,0.413196316,0.175986932,2.196990176,81,81
19/07/21,11:12:00,big,50,anomaly1,1,3.597478706,3.91014153,3.112067883,5.567053438,2.540086786,4.560549842,0.163758192,2.213082864,81,81.41186046
19/07/21,11:12:30,big,50,anomaly1,1,3.444283505,3.083798108,2.182526917,3.38553694,2.095289404,2.882271562,0.195796325,2.209079198,81,82.40759032
19/07/21,11:13:00,big,50,anomaly1,1,3.503756737,2.899364894,2.662395123,3.151250909,2.142075491,3.046226473,0.227470063,2.212995326,81.5290772,82.19499485
19/07/21,11:13:30,big,50,anomaly1,1,3.47246999,3.706277719,3.226037638,3.686272867,2.366825098,5.55608822,0.190134571,2.198537382,86.24955199,83.78837985
19/07/21,11:14:00,big,50,anomaly1,1,3.309106938,3.106963455,2.436606095,3.501446332,2.324469281,4.195655041,0.167039633,2.130534418,86.83888743,85.24307835
19/07/21,11:14:30,big,50,anomaly1,1,3.670661157,3.383636363,2.675123967,3.300373997,2.110498663,3.284746211,0.165849034,2.166681361,82.43244949,82.94603124
19/07/21,11:15:00,big,50,anomaly1,1,3.72702194,4.307037522,1.986583146,3.61578023,2.119397176,4.800106798,0.18973282,2.162335925,81,84.45973199
19/07/21,11:15:30,big,50,anomaly1,1,3.478947211,3.0968413,2.078772023,3.858622623,2.079413213,5.099413213,0.177369182,2.146972989,82.02504984,81.61972859
19/07/21,11:16:00,big,50,anomaly1,1,3.694979624,3.300773919,2.447169029,3.73036633,2.254838987,4.518679496,0.190996093,2.184244518,81.98412592,82.88016869
19/07/21,11:16:30,big,50,anomaly1,1,4.741162076,3.95383357,3.132214177,4.124454662,2.048643428,3.752511406,0.189142539,2.121500478,81,84.14064938
19/07/21,11:17:00,big,50,anomaly1,1,3.476834088,3.514041039,2.703560218,2.76127196,1.753057721,3.084958394,0.181460066,2.151585072,81.99591917,81
19/07/21,11:17:30,big,50,anomaly1,1,3.575744127,3.416335944,2.514255873,3.208432501,2.247756806,2.860448639,0.188589945,2.195996615,82.01271622,81.36171203
19/07/21,11:18:00,big,50,anomaly1,1,3.82189809,3.233757451,2.06403159,3.752256757,2.291337556,3.21711571,0.215411174,2.18712665,81.48921984,81.64250695
19/07/21,11:18:30,big,50,anomaly1,1,2.970184373,3.444468549,2.591171372,3.098217278,2.263368575,3.281684287,0.181522369,2.199742749,82,81
19/07/21,11:19:00,big,50,anomaly1,1,3.09915204,2.968204697,2.573254388,3.081754132,2.087072702,3.510569731,0.177541357,2.126654447,81.51997876,81
19/07/21,11:19:30,big,50,anomaly1,1,3.08140699,3.330771143,2.245945881,3.464063586,2.033139829,3.416688548,0.186590771,2.159664772,81,81.34318899
19/07/21,11:20:00,big,50,anomaly1,1,4.040483038,3.996478968,2.47012076,4.486386449,2.04677871,4.044369676,0.174730379,2.220997745,81.47054142,81.66136952
19/07/21,11:20:30,big,50,anomaly1,1,3.218784843,3.195239233,2.127655762,3.861789991,2.408278664,3.52843123,0.180580165,2.204428944,81.53456511,81.3339416
19/07/21,11:21:00,big,50,anomaly1,1,3.215720874,3.026724341,2.513102636,5.562277584,2.941449313,4.191055965,0.172094302,2.151923736,81,81.67072524
19/07/21,11:21:30,big,50,anomaly1,1,4.375470126,3.768214262,2.871487331,3.720695072,2.220329894,3.852987564,0.190373161,2.23259559,81.4568356,81.32453143
19/07/21,11:22:00,big,50,anomaly1,1,3.952225451,3.519211326,2.486647969,3.192972733,2.07,3.266813661,0.164033684,2.205785152,82.90387802,81.6799389
19/07/21,11:22:30,big,50,anomaly1,1,3.437441924,3.212321147,2.060961591,4.169027577,2.119951379,4.527012459,0.171617423,2.161774011,83.10478027,81
19/07/21,11:27:00,small,75,anomaly2,1,1.07983739,0.727583659,0.911512567,0.495352038,0.769915298,0.613225251,0.825153806,0.018270688,66,73.8930868
19/07/21,11:27:30,small,75,anomaly2,1,1.072012748,0.615635693,0.863220396,0.517516048,0.801741556,0.601741556,0.98907486,0.024024025,66.38872128,81.74250266
19/07/21,11:28:00,small,75,anomaly2,1,0.883047712,0.572609542,0.588919183,0.502392539,0.731165182,0.531165182,0.972501467,0.024024025,66.61764609,81
19/07/21,11:29:00,small,75,anomaly2,1,1.012716461,0.555365724,0.648082185,0.481729785,0.609027635,0.459027635,0.946381319,0.017144218,71.70630525,80.27523786
19/07/21,11:29:30,small,75,anomaly2,1,0.914190399,0.587672,0.686740801,0.48,0.615378545,0.465378545,0.979193677,0.018893047,79.09397262,76.58289956
19/07/21,11:30:00,small,75,anomaly2,1,0.938783743,0.522837933,0.632432514,0.48843291,0.67903037,0.50373164,0.924506125,0.017143502,80.28221449,72.23057304
19/07/21,11:30:30,small,75,anomaly2,1,0.808906234,0.473180798,0.508270075,0.665304167,0.614869643,0.468260913,0.958282083,0.018893048,79.70635394,73
19/07/21,11:31:00,small,75,anomaly2,1,0.987949869,0.592167415,0.744334829,0.766172578,0.583456855,0.443456855,0.923293672,0.017140994,81,73.21731343
19/07/21,11:31:30,small,75,anomaly2,1,1.142042173,0.760981129,0.96832852,0.534391194,0.639284884,0.465407808,0.91827457,0.02002002,83.06219543,73.78799921
19/07/21,11:32:00,small,75,anomaly2,1,0.99733255,0.521915393,0.646039952,0.481559906,0.658440094,0.478440094,0.920599506,0.02114479,85.30661489,72.79452871
19/07/21,11:32:30,small,75,anomaly2,1,0.807519705,0.442770418,0.533957739,0.44653253,0.701834337,0.496733735,0.930997313,0.021769711,82.33396314,72
19/07/21,11:33:00,small,75,anomaly2,1,0.818709426,0.449354713,0.576773565,0.431721165,0.602375149,0.450326992,0.939656424,0.017143484,81.35840927,71.80592716
19/07/21,11:33:30,small,75,anomaly2,1,1.008018929,0.525207571,0.721014196,0.438196607,0.64557286,0.47278643,0.924131013,0.02002002,79.29316017,71.37516154
19/07/21,11:34:00,small,75,anomaly2,1,0.754883719,0.39744186,0.493289035,0.41485041,0.55940164,0.438084017,0.951170952,0.018897826,82.95769651,72.81835051
19/07/21,11:34:30,small,75,anomaly2,1,0.711418226,0.409054516,0.48,0.443463792,0.640391377,0.480195688,0.955277585,0.017137201,80.29195273,71.64831886
19/07/21,11:35:00,small,75,anomaly2,1,0.614024975,0.37160999,0.44160999,0.45,0.643414941,0.456829882,0.961677894,0.02002002,69.07463625,70.17030784
19/07/21,11:35:30,small,75,anomaly2,1,0.881283941,0.472900805,0.58031928,0.466412713,0.66461907,0.482825426,0.93104708,0.018893681,67.30270091,71.16357851
19/07/21,11:36:00,small,75,anomaly2,1,0.655665067,0.376627529,0.458435036,0.36077315,0.510360757,0.422783477,0.970310508,0.017140116,68.59274208,72.15780935
19/07/21,11:36:30,small,75,anomaly2,1,0.554782959,0.36053144,0.42159432,0.348376716,0.48,0.41,0.960496748,0.021144706,73.76492825,72.84881604
19/07/21,11:37:00,small,75,anomaly2,1,0.645311084,0.369531108,0.467655542,0.35829515,0.463409699,0.41,0.967038414,0.021772905,82.4303344,72.14480267
19/07/21,11:37:30,small,75,anomaly2,1,0.870790735,0.465995972,0.594794763,0.351789609,0.492841563,0.418210391,0.987466863,0.017137511,81.84122765,73
19/07/21,11:38:00,small,75,anomaly2,1,0.599284738,0.367071071,0.450285194,0.593882124,0.592507013,0.445229185,0.980904762,0.021144878,83.17054727,73
19/07/21,11:38:30,small,75,anomaly2,1,0.881017859,0.55754297,0.552881697,0.572956033,0.626760992,0.441619504,0.978979,0.024024025,80.72875179,73.25270831
19/07/21,11:39:00,small,75,anomaly2,1,0.9,0.48468388,0.64531612,0.601497487,0.621700503,0.44,0.972256251,0.02178015,80,74.75955741
19/07/21,11:39:30,small,75,anomaly2,1,0.995290728,0.518116291,0.659529073,0.642866587,0.628216647,0.448216647,0.935712142,0.017136646,80.25913136,72.77165406
19/07/21,11:40:00,small,75,anomaly2,1,0.865589095,0.443193769,0.554391432,0.53226468,0.63,0.45,0.930608025,0.021141952,81,71.21785526
19/07/21,11:40:30,small,75,anomaly2,1,1.14083634,0.664669072,0.896364819,0.468079187,0.66353665,0.48353665,0.922531206,0.024024025,81,73
19/07/21,11:41:00,small,75,anomaly2,1,0.905830088,0.47289859,0.581106784,0.468310171,0.636759314,0.456759314,0.966283101,0.022903999,81,72.90332946
19/07/21,11:41:30,small,75,anomaly2,1,0.757365455,0.422104416,0.493682728,0.461786115,0.703924965,0.491069425,0.969934597,0.02002002,81,72.09053266
19/07/21,11:42:00,small,75,anomaly2,1,0.606732287,0.381795277,0.423141734,0.367472801,0.543357166,0.432707492,0.947144489,0.02002002,80.53343258,73.25320022
19/07/21,11:42:30,small,75,anomaly2,1,0.571177476,0.360784984,0.429607508,0.341621952,0.518378048,0.411621952,0.946303011,0.018895523,79.4533289,75.52480953
19/07/21,11:43:00,small,75,anomaly2,1,0.663549015,0.378709803,0.448709803,0.364908339,0.544908339,0.41830278,0.951984661,0.018260107,81.22245426,70.21855554
19/07/21,11:43:30,small,75,anomaly2,1,0.575930552,0.36118611,0.412372221,0.39466627,0.56644418,0.42,0.988179346,0.021777619,81.78284102,72.93414344
19/07/21,11:44:00,small,75,anomaly2,1,0.560523277,0.331569832,0.419476723,0.366277007,0.485692518,0.42,0.991638478,0.017138514,81.21276666,71.94076504
19/07/21,11:44:30,small,75,anomaly2,1,0.521898319,0.349050841,0.42,0.351617084,0.528680409,0.411617084,0.9775605,0.018898285,82,71
19/07/21,11:45:00,small,75,anomaly2,1,0.635161161,0.37879029,0.467983817,0.35,0.515052684,0.41,0.961534574,0.017136972,82.6104987,71
19/07/21,11:45:30,small,75,anomaly2,1,0.518200599,0.351892446,0.413784892,0.35,0.493538467,0.41,0.974077476,0.02002002,84.00404279,71
19/07/21,11:46:00,small,75,anomaly2,1,0.71701586,0.415868683,0.51350793,0.484906255,0.608042973,0.443726564,0.96353949,0.018898031,80,71.0702941
19/07/21,11:46:30,small,75,anomaly2,1,0.881491987,0.486277744,0.595745993,0.501602736,0.596410943,0.424808207,0.962636601,0.016016016,80.93162024,72.91037798
19/07/21,11:47:00,small,75,anomaly2,1,0.89954964,0.49,0.619099281,0.425097293,0.540064862,0.42,0.967994799,0.017133704,84.26784649,70.04904037
19/07/21,11:47:30,small,75,anomaly2,1,1.188078805,0.720463044,0.927284059,0.418226424,0.538226424,0.428226424,0.965610044,0.02002002,81,71.98274435
19/07/21,11:48:00,small,75,anomaly2,1,0.816050569,0.467790632,0.556050569,0.42,0.607394205,0.438424276,0.941463223,0.02002002,81,71.03264332
19/07/21,11:48:30,small,75,anomaly2,1,0.846492983,0.459415497,0.586492983,0.428401932,0.62,0.448401932,0.950338888,0.018900349,78.99455875,74.02435232
19/07/21,11:49:00,small,75,anomaly2,1,0.802601476,0.412601476,0.533121771,0.671538715,0.628328921,0.458328921,0.966384324,0.016016016,69.16224902,77.99483837
19/07/21,11:49:30,small,75,anomaly2,1,0.943122819,0.48633217,0.634956734,0.398553731,0.54757788,0.427031152,0.940448431,0.016016016,68.28261584,80.98109515
19/07/21,11:50:00,small,75,anomaly2,1,0.671599612,0.374799839,0.457599746,0.346889543,0.555334314,0.403110457,0.933256561,0.017135033,58.55107383,73.09729266
19/07/21,11:50:30,small,75,anomaly2,1,0.65063948,0.36063948,0.44063948,0.358404319,0.576808637,0.4,0.961434971,0.021138763,56.14394618,73
19/07/21,14:17:00,small,50,anomaly3,2,2.402169856,1.537388435,1.271302369,0.32,0.33678835,0.345182525,1.040218524,0.024024025,67.40779755,74.50649868
19/07/21,14:17:30,small,50,anomaly3,2,2.699131575,1.771380215,1.511005442,0.328592319,0.357184639,0.341407681,1.035193645,0.021887826,68,72.51770045
19/07/21,14:18:00,small,50,anomaly3,2,2.729358601,1.809037901,1.481282799,0.355683946,0.411367892,0.34,1.032687763,0.017087775,68.77183061,71.23490601
19/07/21,14:18:30,small,50,anomaly3,2,2.661734663,1.917274101,1.57752191,0.343043464,0.386086928,0.34,1.07774729,0.018945869,69.6192494,72
19/07/21,14:19:00,small,50,anomaly3,2,2.758066289,1.910193371,1.589806629,0.331610452,0.371610452,0.331610452,1.09040136,0.016016016,69,72
19/07/21,14:19:30,small,50,anomaly3,2,2.750437453,1.871749813,1.570874906,0.338589744,0.378589744,0.338589744,1.069547665,0.017088236,69,72.43362626
19/07/21,14:20:00,small,50,anomaly3,2,2.75,1.946964813,1.589241203,0.331460396,0.362920792,0.34,1.086618364,0.02002002,68.63505362,73.3664516
19/07/21,14:20:30,small,50,anomaly3,2,2.788742577,1.95,1.638428222,0.338477526,0.376955052,0.331522474,1.072854077,0.018947104,68,71.40859931
19/07/21,14:21:00,small,50,anomaly3,2,2.760726229,1.920726229,1.581452458,0.348402341,0.371597659,0.338402341,1.065757041,0.014943022,68,72.60144423
19/07/21,14:21:30,small,50,anomaly3,2,2.789466604,1.910177799,1.619288805,0.341399918,0.361399918,0.34,1.088267972,0.014150598,68,71.3863546
19/07/21,14:22:00,small,50,anomaly3,2,2.742160644,1.948271485,1.581728515,0.34,0.368574029,0.348574029,1.088124635,0.02002002,68.34623049,72.81255792
19/07/21,14:22:30,small,50,anomaly3,2,2.845775474,1.969231904,1.647311665,0.34,0.378489014,0.341510986,1.073844673,0.02002002,68.65802473,72.18046681
19/07/21,14:23:00,small,50,anomaly3,2,2.724139377,1.902228895,1.630636827,0.331582693,0.38,0.331582693,1.06444959,0.018951501,68,72.82603793
19/07/21,14:23:30,small,50,anomaly3,2,2.79800235,1.97800235,1.63,0.347237867,0.38,0.347237867,1.06968764,0.016016016,68.32927678,72
19/07/21,14:24:00,small,50,anomaly3,2,2.849105375,1.950536775,1.61035785,0.341420498,0.388579502,0.35,1.082675306,0.017088041,69,72.16210212
19/07/21,14:24:30,small,50,anomaly3,2,2.744852889,1.95,1.61,0.348501307,0.381498693,0.332997387,1.085085,0.02002002,68.68255702,73
19/07/21,14:25:00,small,50,anomaly3,2,2.778436504,1.940390874,1.61,0.341588838,0.38,0.338411162,1.080110036,0.02002002,68,72.69843057
19/07/21,14:25:30,small,50,anomaly3,2,2.847844778,1.988460556,1.668152667,0.34,0.38,0.34,1.067489585,0.018952312,68.30415907,71.14418713
19/07/21,14:26:00,small,50,anomaly3,2,2.742779677,1.892526979,1.621263489,0.34,0.38,0.348571334,1.065065,0.017088243,68.70143265,72.13822944
19/07/21,14:26:30,small,50,anomaly3,2,2.759630164,1.948890492,1.62,0.34,0.371508217,0.333016435,1.060100622,0.017877186,68,72.86720329
19/07/21,14:27:00,small,50,anomaly3,2,2.855797143,1.921260857,1.639159429,0.34,0.378422394,0.355267183,1.064031716,0.014151589,68.28682582,72
19/07/21,14:28:30,small,50,anomaly4,2,0.987525251,0.518526694,0.578526694,0.313001587,0.323001587,0.34,0.944762723,0.02002002,66.84329172,70.89101991
19/07/21,14:29:00,small,50,anomaly4,2,0.989650702,0.480349298,0.579650702,0.326844299,0.336844299,0.348422149,0.969093348,0.02108898,62.84100631,70.10274676
19/07/21,14:29:30,small,50,anomaly4,2,0.96128385,0.50871615,0.5608559,0.33,0.322737505,0.341368752,0.951801867,0.022963985,67.74282875,71.09662795
19/07/21,14:30:00,small,50,anomaly4,2,1.10431437,0.538862874,0.646588622,0.321413521,0.328586479,0.34,0.961847823,0.02002002,66.74916376,71.91043836
19/07/21,14:30:30,small,50,anomaly4,2,0.896729793,0.491529498,0.553058997,0.328505291,0.321494709,0.34,0.97324173,0.02002002,64.77750167,70.91583929
19/07/21,14:31:00,small,50,anomaly4,2,0.987630475,0.49,0.618341332,0.321571566,0.336856869,0.331571566,0.953436518,0.02002002,62.90790436,70.07717565
19/07/21,14:31:30,small,50,anomaly4,2,0.950706884,0.509646558,0.610176721,0.31136432,0.322728641,0.33,0.970482957,0.018978274,68.53579348,71
19/07/21,14:32:00,small,50,anomaly4,2,1.06473674,0.519561395,0.638684185,0.327196219,0.345794328,0.338598109,0.938578311,0.017030176,67,71.06595118
19/07/21,14:32:30,small,50,anomaly4,2,0.95468923,0.510390769,0.611172307,0.321487161,0.341487161,0.34,0.934237659,0.018979283,67,72.11939308
19/07/21,14:33:00,small,50,anomaly4,2,0.95,0.500315376,0.619684624,0.32,0.331566345,0.32313269,0.969694979,0.016016016,66.78627723,73.89296596
19/07/21,14:33:30,small,50,anomaly4,2,1.047608571,0.490239143,0.610239143,0.328644949,0.321355051,0.337289899,0.967056304,0.017066407,66.20724839,72.04709316
19/07/21,14:34:00,small,50,anomaly4,2,1.011354467,0.494830692,0.595507925,0.321403387,0.32,0.331403387,0.969926269,0.02002002,66.7986065,72.91615102
19/07/21,14:34:30,small,50,anomaly4,2,0.97176945,0.499778819,0.580663544,0.32,0.328513192,0.33,0.949454192,0.017902844,66.19640964,71.03466906
19/07/21,14:35:00,small,50,anomaly4,2,1.008508516,0.5,0.628135645,0.32,0.321555018,0.33,0.961480114,0.013077844,67,71.97101401
19/07/21,14:35:30,small,50,anomaly4,2,0.93252355,0.509684556,0.610630887,0.328649462,0.32,0.33,0.974883709,0.016016016,67,71
19/07/21,14:36:00,small,50,anomaly4,2,1.105671537,0.539278589,0.688076238,0.321398712,0.337202576,0.347202576,0.967041732,0.017062508,66.82226783,71
19/07/21,14:36:30,small,50,anomaly4,2,0.854707619,0.45162956,0.532896996,0.328531408,0.34,0.341468592,0.971582437,0.017911845,66.17083029,70.98867024
19/07/21,14:37:00,small,50,anomaly4,2,1.079782256,0.526594085,0.654465389,0.321552112,0.34,0.348447888,0.943185497,0.012012012,67.1648931,70.00516684
19/07/21,14:37:30,small,50,anomaly4,2,0.964850682,0.510746259,0.611865647,0.32,0.33135088,0.34135088,0.960102325,0.015152168,67.84057683,70.99879109
19/07/21,14:38:00,small,50,anomaly4,2,0.998760231,0.480929827,0.590619885,0.32,0.33,0.34,0.955043435,0.022982005,67,71.99241533
19/07/21,14:38:30,small,50,anomaly4,2,1.156228088,0.577642555,0.726699577,0.328539861,0.33,0.348539861,0.941383079,0.017890674,67,73.97269987
19/07/21,14:39:00,small,50,anomaly4,2,1.150175709,0.638945744,0.739824291,0.321547127,0.33,0.341547127,0.945549771,0.013073045,66.8597369,70.07742277
19/07/21,14:39:30,small,50,anomaly4,2,1.03516217,0.52516217,0.615592351,0.32,0.338656272,0.331343728,0.965126272,0.017066636,66,72.92473402
19/07/21,14:40:00,small,50,anomaly4,2,0.952916667,0.500729167,0.590729167,0.32,0.322777869,0.33,0.972273421,0.018970662,66.1299861,72.03140009
19/07/21,14:40:30,small,50,anomaly4,2,1.008155672,0.5,0.648155672,0.328540825,0.33708165,0.34708165,0.9432467,0.017062209,67,72
19/07/21,14:41:00,small,50,anomaly4,2,1.029541744,0.509770872,0.659770872,0.338459937,0.34,0.341540063,0.945206437,0.018955205,66.88378415,71.04280414
19/07/21,14:41:30,small,50,anomaly4,2,1.079136862,0.519827372,0.630517883,0.31404118,0.34,0.34,0.9469469,0.017078746,66.11069841,71
19/07/21,14:42:00,small,50,anomaly4,2,1.060838343,0.52,0.658742486,0.318619207,0.331380793,0.322761587,0.975053942,0.021071968,67.10541999,71
19/07/21,14:42:30,small,50,anomaly4,2,1.050375138,0.491125415,0.60225083,0.32,0.33854543,0.337090861,0.966108886,0.021926281,67.90126524,69.12306572
19/07/21,14:53:00,small,75,anomaly5,2,1.875552647,1.082148177,0.858743708,0.328483455,0.32,0.341516545,1.00805823,0.02002002,69.91370406,73.94269903
19/07/21,14:53:30,small,75,anomaly5,2,2.065701763,1.119283627,1.006418135,0.33,0.337390442,0.34,1.025175664,0.02002002,69.03488603,76.22277459
19/07/21,14:54:00,small,75,anomaly5,2,1.971711467,1.14948656,0.901882613,0.33,0.331340609,0.348659391,1.010863272,0.02002002,68.04098198,73.80209336
19/07/21,14:54:30,small,75,anomaly5,2,1.960421282,1.197893591,1.053259491,0.32141969,0.33858031,0.34141969,1.002055492,0.02002002,69.90672854,73
19/07/21,14:55:00,small,75,anomaly5,2,1.796263548,1.122947552,1.002210664,0.32,0.331507153,0.348492847,1.02575408,0.017911543,70,73
19/07/21,14:55:30,small,75,anomaly5,2,1.857847346,1.139384956,1.029077434,0.32,0.347398263,0.35,1.032681512,0.015137573,70,73
19/07/21,14:56:00,small,75,anomaly5,2,1.840491028,1.09122757,0.873928223,0.328654685,0.33269063,0.35,1.013214782,0.021939885,68.1295713,71.44831129
19/07/21,14:56:30,small,75,anomaly5,2,2.085479249,1.237287549,1.066383399,0.338579749,0.338579749,0.341420251,1.042046639,0.017076908,74.04219289,71
19/07/21,14:57:00,small,75,anomaly5,2,1.898508288,1.125104973,0.945530387,0.331502611,0.348497389,0.34,1.039142452,0.021075257,80.50535287,72.52687388
19/07/21,14:57:30,small,75,anomaly5,2,1.899624945,1.187374618,1.026624509,0.33,0.341284966,0.34,1.007322494,0.022982861,69.98449304,74.51337216
19/07/21,14:58:00,small,75,anomaly5,2,1.851548398,1.141548398,0.874954874,0.321331902,0.313995707,0.348668098,1.019144488,0.02002002,69,75.75056336
19/07/21,14:58:30,small,75,anomaly5,2,1.928045965,1.159511491,1.045603422,0.328583281,0.335749843,0.35,1.0411899,0.017927273,69,72.27535799
19/07/21,14:59:00,small,75,anomaly5,2,1.91037083,1.189443755,1.05,0.325676285,0.34,0.354323715,1.049994717,0.01412576,68.10128803,73.2171968
19/07/21,14:59:30,small,75,anomaly5,2,1.881289893,1.132579785,1.021289893,0.320631894,0.34,0.359368106,1.014776449,0.018961087,68.89202702,74.73237339
19/07/21,15:00:00,small,75,anomaly5,2,1.88,1.158870432,1.010376523,0.337329459,0.34,0.35133527,1.035041675,0.017063918,68.11375161,72.09687035
19/07/21,15:00:30,small,75,anomaly5,2,1.88,1.169687678,1.039063035,0.34,0.348582198,0.341417802,1.037737794,0.021070779,67.11950686,73.88245248
19/07/21,15:01:00,small,75,anomaly5,2,1.98722252,1.150504996,0.952272483,0.34,0.358510807,0.348510807,1.007326621,0.022970311,67.87487155,74.28574739
19/07/21,15:01:30,small,75,anomaly5,2,1.9408718,1.18930256,1.07773332,0.322572952,0.333859427,0.332572952,1.010915711,0.02002002,68,72.58257321
19/07/21,15:02:00,small,75,anomaly5,2,2.198764994,1.170832223,1.060832223,0.337358653,0.338679326,0.338679326,1.041068651,0.018983617,69.72615456,72
19/07/21,15:02:30,small,75,anomaly5,2,1.950255912,1.189240303,1.069620151,0.34,0.365795616,0.331401461,1.025596266,0.018129404,68.28539236,72.6963394
19/07/21,15:03:00,small,75,anomaly5,2,1.726923903,1.141573614,0.847238626,0.331477205,0.344431615,0.338522795,1.022672216,0.022972516,70.54968248,72.30984982
19/07/21,15:03:30,small,75,anomaly5,2,1.846814581,1.130245032,0.898529807,0.338434073,0.34,0.34,1.003216826,0.021051692,68.46419678,72
19/07/21,15:05:00,small,75,anomaly6,2,2.775945229,1.905207998,1.728894153,0.338518714,0.38,0.34,1.080849179,0.02002002,68.41360684,74.33107972
19/07/21,15:05:30,small,75,anomaly6,2,2.789688265,1.813117353,1.691246941,0.34,0.371564959,0.348435041,1.070842514,0.017925961,68.91069061,73.6815894
19/07/21,15:06:00,small,75,anomaly6,2,2.809527104,1.897871969,1.729054209,0.34,0.378648593,0.341351407,1.080609254,0.014088947,67.36971284,72.34626995
19/07/21,15:06:30,small,75,anomaly6,2,2.741225434,1.821400496,1.671050372,0.348608816,0.38,0.34,1.086383358,0.01896663,67.80788064,71.35269202
19/07/21,15:07:00,small,75,anomaly6,2,2.797387411,1.877387411,1.708258274,0.34147945,0.38,0.34852055,1.070595156,0.017065635,68,71
19/07/21,15:07:30,small,75,anomaly6,2,2.7422567,1.79338505,1.700376117,0.33155879,0.38844121,0.333117579,1.076971709,0.02002002,68,72.27052115
19/07/21,15:08:00,small,75,anomaly6,2,2.701240102,1.848139847,1.641860153,0.338648085,0.364055745,0.338648085,1.088969942,0.017915334,68.78968636,74.25885433
19/07/21,15:08:30,small,75,anomaly6,2,2.660979669,1.791469503,1.659510166,0.34,0.377219449,0.34,1.074600877,0.014121633,69.78383932,73.75351949
19/07/21,15:09:00,small,75,anomaly6,2,2.777968698,1.898137974,1.650169275,0.331474467,0.38,0.331474467,1.072720523,0.01791483,68.4439805,73.61702057
19/07/21,15:09:30,small,75,anomaly6,2,2.712963636,1.804233766,1.67872987,0.321554843,0.388445157,0.338445157,1.084604309,0.014096582,67.22811144,73.38850567
19/07/21,15:10:00,small,75,anomaly6,2,2.729247435,1.857742304,1.641505131,0.337301327,0.36404801,0.34,1.072249566,0.018964993,67.76609989,73.60546357
19/07/21,15:10:30,small,75,anomaly6,2,2.807522231,1.850309721,1.669070837,0.34,0.368610615,0.34,1.080610711,0.017070916,68,73.40100026
19/07/21,15:11:00,small,75,anomaly6,2,2.790464913,1.898837717,1.718837717,0.348536634,0.37,0.34,1.076491613,0.01791293,68.75301564,73.59330857
19/07/21,15:11:30,small,75,anomaly6,2,2.77032624,1.801631201,1.68065248,0.333094514,0.378452743,0.34,1.07837271,0.015174756,68.25306433,74.58725166
19/07/21,15:12:00,small,75,anomaly6,2,2.722157562,1.857410925,1.670431512,0.338661056,0.371338944,0.34,1.074956215,0.024024025,68,75
